"id","issue_id","github_id","number","title","body","state","tema_relacionado","labels","comments_count","created_at","updated_at","closed_at","user_login","assignee","milestone","html_url","tempo_resolucao_dias"
"113","2747233054","2747233054","143492","[Inductor UT] Mark test case test_linear_and_cel as requires_cuda as","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #142322
* __->__ #143492
* #143491

it's only for cuda now.
Fix #143479

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{""open source"",""topic: not user facing"",""module: inductor"",ciflow/inductor,ciflow/xpu}",1,"2024-12-18 09:10:47","2025-01-26 02:04:54","2024-12-27 00:41:34","etaf",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143492",9
"114","2746731051","2746731051","143467","log guard_size_oblivious call sites","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143467

This makes it much easier to know what's going on when we guard on data dependent operations. Currently if we throw on guard on data dependent, we only show the python invocation that caused it (not the underlying leaf c++ call which truly causes it). 

For reviewers: I was torn on whether or not to make this a special thing separate to TORCH_LOGS=""dynamic"" but decided against it since dynamic is already opt in. The benefit is we now get much more visibility when users run with this flag on, but logs do get a bit more spewy. I'm still open to the idea of moving these logs somewhere else and maybe building a UI on top of it to make it easier to manage the information overload.

cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv","closed","Refatoração","{""release notes: fx"",""topic: not user facing"",fx,ciflow/inductor}",6,"2024-12-18 04:23:37","2025-01-19 02:07:19","2024-12-19 15:19:00","bobrenjc93",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143467",1
"115","2725375965","2725375965","142337","[torchgen] Fix an unused variable in api/python.py","Extracted from https://github.com/pytorch/pytorch/pull/136359

Changes behavior, but the original code seems like it was an obvious oops.

Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #142337","closed","Refatoração","{""open source"",Merged,ciflow/trunk,""topic: not user facing""}",3,"2024-12-08 16:44:25","2025-01-08 02:05:26","2024-12-08 21:48:10","rec",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142337",0
"116","2725345576","2725345576","142335","[aarch64] add CUDA 12.6 sbsa nightly binary","related to #138440 

cc @atalman @Aidyn-A @nWEIdia @ptrblck","closed","Refatoração","{""open source"",Merged,ciflow/binaries,ciflow/trunk,""release notes: releng""}",8,"2024-12-08 15:47:28","2024-12-10 15:13:01","2024-12-10 06:19:31","tinglvv",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142335",2
"117","2725255340","2725255340","142332","Re-enable some C++ warnings","It enables some C++ warnings since the code base is fairly clean. Meanwhile, Wextra-semi is disabled on CUDA generated code since there is no way to fix them without the cooperation of CUDA team.

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o","closed","Refatoração","{""oncall: distributed"",triaged,""open source"",Merged,ciflow/trunk,""topic: not user facing"",ciflow/periodic,ciflow/s390}",6,"2024-12-08 13:52:16","2024-12-17 23:13:02","2024-12-12 04:02:15","cyyever",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142332",4
"118","2736952403","2736952403","143145","add README.md for compile time benchmarks","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143145
* #143143



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing"",""module: dynamo"",ciflow/inductor}",3,"2024-12-12 21:53:49","2025-01-14 02:03:29","2024-12-13 05:12:28","bobrenjc93",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143145",1
"119","2736903393","2736903393","143142","[BC BREAKING] Change n_frames and padding computation in stft","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143142

Signed-off-by: Edward Z. Yang <ezyang@meta.com>","closed","Refatoração","{""topic: bc breaking""}",6,"2024-12-12 21:22:01","2025-01-27 15:09:29","2025-01-27 15:09:29","ezyang",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143142",46
"120","2736831518","2736831518","143137","[ROCm] Improve performance of reduce sum for 3D shapes","Improve performance of reduce sum for 3D shapes.

cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd","closed","Refatoração","{""module: rocm"",triaged,""open source"",Merged,""release notes: cuda"",ciflow/rocm}",3,"2024-12-12 20:34:39","2024-12-13 19:03:06","2024-12-13 19:02:02","doru1004",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143137",1
"144","2737056769","2737056769","143152","Migrate compiler config to Config","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143152
* #143229","closed","Refatoração","{Merged,Reverted,ciflow/trunk,""topic: not user facing"",ci-no-td}",10,"2024-12-12 23:18:49","2025-01-14 02:05:06","2024-12-14 07:38:28","oulgen",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143152",2
"303","2728706506","2728706506","142447","[Device] Add ""mps"" to `torch._utils._get_device_attr`","Follow up after  https://github.com/pytorch/pytorch/pull/141098","closed","Refatoração","{Merged,ciflow/trunk,""release notes: python_frontend"",""topic: improvements"",""topic: bug fixes""}",6,"2024-12-10 01:31:59","2024-12-12 22:29:39","2024-12-10 20:57:20","malfet",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142447",0
"121","2736795994","2736795994","143135","[Inductor] Fix cooperative reduction tests broken in recent refactor","These tests were broken by https://github.com/pytorch/pytorch/pull/142020. This PR updates the fixed configs accordingly.


cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @voznesenskym @penguinwu @EikanWang @Guobing-Chen @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{""module: cpu"",Merged,ciflow/trunk,""topic: not user facing"",""module: inductor"",ciflow/inductor}",6,"2024-12-12 20:14:17","2025-01-14 02:03:23","2024-12-13 02:03:46","blaine-rister",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143135",1
"122","2598629631","2598629631","138383","Allow inplacing buffer when other users are inconsequential","Summary:
I think we can inplace a buffer if all of the users of said buffer are ""inconsequential"", defined as having been removed, being completed, or being part of the ancestors set. In particular, this allows LayerNorm to inplace its input buffer.

Implements:
https://github.com/pytorch/pytorch/issues/132826

Test Plan:
New unit test of matmul followed by LayerNorm, make sure there's an inplaced buffer.


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{Merged,Reverted,ciflow/trunk,""topic: performance"",""topic: not user facing"",""module: inductor"",ciflow/inductor,""release notes: inductor"",ci-no-td}",35,"2024-10-19 01:11:33","2024-12-06 02:13:26","2024-11-05 03:44:12","exclamaforte",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138383",17
"124","2598588295","2598588295","138380","[export] Add retraceability_non_strict to tests","Summary: We expand the tests to cover retraceability_non_strict. Currently failing tests are skipped.

Test Plan:
```
buck2 test @//mode/dev-nosan //caffe2/test:test_export -- -r _retraceability
```

Differential Revision: D64611532","closed","Refatoração","{fb-exported,Merged,ciflow/trunk,""topic: not user facing""}",10,"2024-10-18 23:57:26","2024-10-22 21:06:55","2024-10-22 21:05:53","yiming0416",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138380",4
"125","2598561254","2598561254","138379","[AOTI] Fix check_model_with_multiple_inputs in test_aot_inductor","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #138379
* #138544

Summary: Add missing use_minimal_arrayref_interface setting to check_model_with_multiple_inputs.

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @chauhang @aakhundov

Differential Revision: [D64635211](https://our.internmc.facebook.com/intern/diff/D64635211)","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing"",""module: inductor""}",8,"2024-10-18 23:38:48","2024-11-22 02:09:50","2024-10-23 00:54:31","desertfire",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138379",5
"126","2598504962","2598504962","138376","[Flex Attention] Don't compute fill order to compute stride order just to get fill order back","Was a bit confusing to read when working on #138354

""computer-assisted proof""
```
import random

def argsort(seq):
    # preserve original order for equal strides
    getter = seq.__getitem__
    a_r = range(len(seq))
    return list(reversed(sorted(a_r, key=getter, reverse=True)))  # noqa: C413

def stride_order2fill_order(order):
    """"""
    Convert stride order to fill order
    For channel last format,

    stride order = [3, 0, 2, 1] and fill order = [1, 3, 2, 0]
    """"""
    lookup = {pos: idx for idx, pos in enumerate(order)}
    fill_order = [lookup[i] for i in range(len(order))]
    return fill_order

def get_stride_order(seq):
    """"""
    Convert strides to stride order
    """"""
    sorted_idx: List[int] = argsort(seq)
    out = [0 for _ in range(len(seq))]
    a = sorted_idx.copy()
    for i, elem in enumerate(sorted_idx):
        out[elem] = i
    fillorder = stride_order2fill_order(out)
    assert fillorder == sorted_idx
    return out

for _ in range(1000):
    a = [0, 1, 2, 3]
    random.shuffle(a)
    get_stride_order(a)
```


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov @Chillee @drisspg @yanboliang @BoyuanFeng","closed","Refatoração","{""open source"",Merged,ciflow/trunk,""topic: not user facing"",""module: inductor"",ciflow/inductor,""module: flex attention""}",16,"2024-10-18 22:43:28","2024-10-22 18:41:44","2024-10-22 18:40:41","eqy",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138376",4
"127","2598488043","2598488043","138375","build: set environment variables for debug information and undefined …","…behavior sanitizer

Fixes #ISSUE_NUMBER","closed","Refatoração","{triaged,""open source"",Stale}",4,"2024-10-18 22:26:21","2025-01-21 15:34:55","2025-01-21 15:34:55","Pranika-Kalimuthu",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138375",95
"154","2746453932","2746453932","143454","[foreach_map] Add foreach_map Adam impl to compiled optimizer tests","Adds a foreach_map backed Adam to compiled optimizer tests

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{Merged,ciflow/trunk,""module: inductor"",ciflow/inductor,""release notes: inductor""}",3,"2024-12-18 00:53:11","2025-01-19 02:07:45","2024-12-19 03:16:50","mlazos",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143454",1
"128","2726645054","2726645054","142363","[aarch64] Fix libcusparselt format for CUDA sbsa docker","Corrects https://github.com/pytorch/pytorch/pull/141433/

Error whe building arm wheel https://github.com/pytorch/pytorch/actions/runs/12226514901/job/34101913511
`/opt/rh/gcc-toolset-11/root/usr/bin/ld: /usr/local/cuda/lib64/libcusparseLt.so: error adding symbols: file in wrong format`

cc @ptrblck @msaroufim @eqy @malfet @snadampal @milpuz01 @atalman @Skylion007 @nWEIdia","closed","Refatoração","{""module: cuda"",""open source"",""module: arm"",Merged,ciflow/trunk,""topic: not user facing"",ciflow/linux-aarch64}",15,"2024-12-09 10:37:00","2024-12-19 08:08:42","2024-12-09 15:29:38","tinglvv",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142363",0
"129","2726487443","2726487443","142361","DISABLED test_init_process_group (__main__.DeviceMeshTest)","Platforms: rocm

This test was disabled because it is failing on main branch ([recent examples](https://torch-ci.com/failure?failureCaptures=%5B%22distributed%2Ftest_device_mesh.py%3A%3ADeviceMeshTest%3A%3Atest_init_process_group%22%5D)).

Here is an example failure distributed/test_device_mesh.py::DeviceMeshTest::test_init_process_group [GH job link](https://github.com/pytorch/pytorch/actions/runs/12199208850/job/34034032697) [HUD commit link](https://hud.pytorch.org/pytorch/pytorch/commit/661d1f03725fb0d412bad5c3c0001084a9a07b25)

Maybe coming from https://github.com/pytorch/pytorch/pull/142038 or https://github.com/pytorch/pytorch/pull/142216

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd","closed","Refatoração","{""oncall: distributed"",""module: rocm"",skipped}",1,"2024-12-09 09:31:41","2024-12-10 01:22:24","2024-12-10 01:22:24","huydhn",NULL,NULL,"https://github.com/pytorch/pytorch/issues/142361",1
"145","2650495787","2650495787","140320","Respect ROCR_VISIBLE_DEVICES on AMD GPU device discovery","Fixes #140318","closed","Refatoração","{triaged,""open source"",Merged,Reverted,ciflow/trunk,""topic: not user facing"",ci-no-td}",29,"2024-11-11 21:58:36","2024-12-09 16:06:05","2024-12-06 20:09:59","tbennun",NULL,NULL,"https://github.com/pytorch/pytorch/pull/140320",25
"130","2726476910","2726476910","142360","[Inductor] Use sleef implementation for CPP backend asinh codegen","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #142360

**Summary**
Fix https://github.com/pytorch/pytorch/issues/142345. Previously, we use `asinh(x) = log(x + sqrt(1 + x**2))` to calculate the result of `asinh`, the issue happens when input with `-10000.1`, which makes `x + sqrt(1 + x**2)` close to 0 and log(0) is invalid. We use the `sleef` implementation in this PR to fix this issue.

**Test Plan**
```
python -u -m pytest -s -v test/inductor/test_cpu_repro.py -k test_asinh_with_corner_inputs
```

cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @voznesenskym @penguinwu @EikanWang @Guobing-Chen @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{""module: cpu"",""open source"",Merged,Reverted,ciflow/trunk,""topic: not user facing"",""module: inductor"",ciflow/inductor,ci-no-td}",14,"2024-12-09 09:26:54","2025-01-14 02:04:22","2024-12-14 00:27:57","leslie-fang-intel",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142360",5
"131","2726443244","2726443244","142359","Add missing bc CI dependency","The [bc](https://www.geeksforgeeks.org/bc-command-linux-examples) command that I use to calculate the MAX_JOBS in https://github.com/pytorch/pytorch/pull/142164 isn't part of the Docker image https://github.com/pytorch/pytorch/actions/runs/12230618287/job/34113698986#step:14:321.  I missed this error when landing https://github.com/pytorch/pytorch/pull/142164.","closed","Refatoração","{Merged,""topic: not user facing"",ciflow/inductor}",3,"2024-12-09 09:12:29","2024-12-19 21:55:38","2024-12-09 16:07:42","huydhn",NULL,NULL,"https://github.com/pytorch/pytorch/pull/142359",0
"133","2696488551","2696488551","141631","[FR] Include mismatch rank into mismatch_collectives and update log message","Summary: We want to return the mismatch ranks info in the `mismatch_collectives` field. Also update the logging message when no error is found and it's not partial analysis.

Test Plan: CI

Differential Revision: D66522602","closed","Refatoração","{fb-exported,Merged,ciflow/trunk,""topic: not user facing""}",25,"2024-11-26 23:47:18","2024-11-27 18:58:25","2024-11-27 18:57:24","fduwjj",NULL,NULL,"https://github.com/pytorch/pytorch/pull/141631",1
"134","2696414673","2696414673","141626","[pytorch/profiler] Honor escape quotes arg in a profiler metadata log formatter (#141527)","Summary:

We were ignoring the with_escaped_quotes param in format_list inline function iin utils.cpp in the case where we had to truncate a list of more than kTruncatelength items.

In that case we would truncate a list into a string but always return it with an escaped quotes wrapping it. this will cause issues if this string is meant to be added to other lists which will also go through formatting. Leading to cases like `""[""[a, b, c, ...]""]""`.

now the above will be well formatted as `""[[a, b, c, ...]]""` as the escape quote requests will be honored.

Differential Revision: D66521676","closed","Refatoração","{fb-exported,Merged,ciflow/trunk,""topic: not user facing""}",9,"2024-11-26 23:25:24","2024-12-03 20:44:02","2024-12-03 20:42:59","sanrise","sanrise",NULL,"https://github.com/pytorch/pytorch/pull/141626",7
"135","2675345688","2675345688","141120","Symbolic execution fails when kernel has a fallthrough registration","### 🐛 Describe the bug

Is symbolic execution expected to fail for kernels that have fallthrough registrations? 

Reproducer with a fallthrough for the mul operator:

```python
import torch
import torch.fx.experimental
import torch.fx.experimental.proxy_tensor
from torch._subclasses.fake_tensor import FakeTensorMode
from torch.fx.experimental.symbolic_shapes import ShapeEnv

a = torch.tensor([1.0, 2.0, 3.0])
shape_env = ShapeEnv()
fake_mode = FakeTensorMode(shape_env=shape_env)
fake_a = fake_mode.from_tensor(a)


def run_mul(non_fallthrough_keys: torch.DispatchKeySet, *, has_fallthrough: bool) -> torch.Tensor:
    with (
        fake_mode,
        torch._C._EnablePythonDispatcher(),
        torch._C._IncludeDispatchKeyGuard(torch.DispatchKey.Meta),
        torch._C._ExcludeDispatchKeyGuard(
            torch._C.DispatchKeySet(torch.DispatchKey.Python).add(
                torch.DispatchKey.PythonTLSSnapshot
            )
        ),
    ):
        fake_mode.in_kernel_invocation = True
        expected_key_set = torch._ops.key_extractor(tensors=[fake_a], key_mask=non_fallthrough_keys)

        assert expected_key_set.highestPriorityTypeId() == torch.DispatchKey.PythonDispatcher
        has_meta = expected_key_set.has(torch.DispatchKey.Meta)
        if has_fallthrough:
            assert not has_meta
        else:
            assert has_meta

        # Call mul operator
        return 5 * fake_a


if __name__ == ""__main__"":
    lib = torch.library.Library(""aten"", ""IMPL"", ""CPU"")
    non_fallthrough_keys = torch._C._dispatch_keyset_full()

    # No error
    run_mul(non_fallthrough_keys, has_fallthrough=False)

    # makeFallthrough on CPU will remove all dense keys (likewise for any other dense key):
    #   CPU, CUDA, HIP, XLA, MPS, IPU, XPU, HPU, VE, Lazy, MTIA, PrivateUse1, PrivateUse2, PrivateUse3, Meta,
    lib.impl(torch.ops.aten.mul.Tensor, torch.library.fallthrough_kernel)
    non_fallthrough_keys = non_fallthrough_keys.remove(torch.DispatchKey.CPU)
    # Does not contain CPU or Meta
    assert not non_fallthrough_keys.has(torch.DispatchKey.CPU) and not non_fallthrough_keys.has(
        torch.DispatchKey.Meta
    )

    # RuntimeError: TensorIterator does not support symbolic shapes; please implement this operator in torch/_refs using the elementwise or reduction helpers (look at backtrace to find out what operator this is)
    run_mul(non_fallthrough_keys, has_fallthrough=True)
```

Error:
```shell
/usr/local/lib/python3.10/dist-packages/torch/library.py:346: UserWarning: Warning only once for all operators,  other operators may also be overridden.
  Overriding a previously registered kernel for the same operator and the same dispatch key
  operator: aten::mul.Tensor(Tensor self, Tensor other) -> Tensor
    registered at /pytorch/build/aten/src/ATen/RegisterSchema.cpp:6
  dispatch key: CPU
  previous kernel: registered at /pytorch/aten/src/ATen/LegacyBatchingRegistrations.cpp:1079
       new kernel: registered at /dev/null:3553 (Triggered internally at /pytorch/aten/src/ATen/core/dispatch/OperatorEntry.cpp:155.)
  self.m.impl(
---------------------------------------------------------------------------
RuntimeError                              Traceback (most recent call last)
<ipython-input-3-3bcae3f373b9> in <cell line: 38>()
     53 
     54     # RuntimeError: TensorIterator does not support symbolic shapes; please implement this operator in torch/_refs using the elementwise or reduction helpers (look at backtrace to find out what operator this is)
---> 55     run_mul(non_fallthrough_keys, has_fallthrough=True)

<ipython-input-3-3bcae3f373b9> in run_mul(non_fallthrough_keys, has_fallthrough)
     33 
     34         # Call mul operator
---> 35         return 5 * fake_a
     36 
     37 

RuntimeError: TensorIterator does not support symbolic shapes; please implement this operator in torch/_refs using the elementwise or reduction helpers (look at backtrace to find out what operator this is)
```

### Versions

```shell
Collecting environment information...
PyTorch version: 2.6.0.dev20241120+cu124
Is debug build: False
CUDA used to build PyTorch: 12.4
ROCM used to build PyTorch: N/A

OS: Ubuntu 22.04.3 LTS (x86_64)
GCC version: (Ubuntu 11.4.0-1ubuntu1~22.04) 11.4.0
Clang version: 14.0.0-1ubuntu1.1
CMake version: version 3.30.5
Libc version: glibc-2.35

Python version: 3.10.12 (main, Sep 11 2024, 15:47:36) [GCC 11.4.0] (64-bit runtime)
Python platform: Linux-6.1.85+-x86_64-with-glibc2.35
Is CUDA available: True
CUDA runtime version: 12.2.140
CUDA_MODULE_LOADING set to: LAZY
GPU models and configuration: GPU 0: Tesla T4
Nvidia driver version: 535.104.05
cuDNN version: Probably one of the following:
/usr/lib/x86_64-linux-gnu/libcudnn.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_adv_infer.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_adv_train.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_cnn_infer.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_cnn_train.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_ops_infer.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_ops_train.so.8.9.6
HIP runtime version: N/A
MIOpen runtime version: N/A
Is XNNPACK available: True

CPU:
Architecture:                         x86_64
CPU op-mode(s):                       32-bit, 64-bit
Address sizes:                        46 bits physical, 48 bits virtual
Byte Order:                           Little Endian
CPU(s):                               2
On-line CPU(s) list:                  0,1
Vendor ID:                            GenuineIntel
Model name:                           Intel(R) Xeon(R) CPU @ 2.20GHz
CPU family:                           6
Model:                                79
Thread(s) per core:                   2
Core(s) per socket:                   1
Socket(s):                            1
Stepping:                             0
BogoMIPS:                             4399.99
Flags:                                fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm rdseed adx smap xsaveopt arat md_clear arch_capabilities
Hypervisor vendor:                    KVM
Virtualization type:                  full
L1d cache:                            32 KiB (1 instance)
L1i cache:                            32 KiB (1 instance)
L2 cache:                             256 KiB (1 instance)
L3 cache:                             55 MiB (1 instance)
NUMA node(s):                         1
NUMA node0 CPU(s):                    0,1
Vulnerability Gather data sampling:   Not affected
Vulnerability Itlb multihit:          Not affected
Vulnerability L1tf:                   Mitigation; PTE Inversion
Vulnerability Mds:                    Vulnerable; SMT Host state unknown
Vulnerability Meltdown:               Vulnerable
Vulnerability Mmio stale data:        Vulnerable
Vulnerability Reg file data sampling: Not affected
Vulnerability Retbleed:               Vulnerable
Vulnerability Spec rstack overflow:   Not affected
Vulnerability Spec store bypass:      Vulnerable
Vulnerability Spectre v1:             Vulnerable: __user pointer sanitization and usercopy barriers only; no swapgs barriers
Vulnerability Spectre v2:             Vulnerable; IBPB: disabled; STIBP: disabled; PBRSB-eIBRS: Not affected; BHI: Vulnerable (Syscall hardening enabled)
Vulnerability Srbds:                  Not affected
Vulnerability Tsx async abort:        Vulnerable

Versions of relevant libraries:
[pip3] numpy==1.26.4
[pip3] nvidia-cublas-cu12==12.4.5.8
[pip3] nvidia-cuda-cupti-cu12==12.4.127
[pip3] nvidia-cuda-nvrtc-cu12==12.4.127
[pip3] nvidia-cuda-runtime-cu12==12.4.127
[pip3] nvidia-cudnn-cu12==9.1.0.70
[pip3] nvidia-cufft-cu12==11.2.1.3
[pip3] nvidia-curand-cu12==10.3.5.147
[pip3] nvidia-cusolver-cu12==11.6.1.9
[pip3] nvidia-cusparse-cu12==12.3.1.170
[pip3] nvidia-cusparselt-cu12==0.6.2
[pip3] nvidia-nccl-cu12==2.21.5
[pip3] nvidia-nvjitlink-cu12==12.4.127
[pip3] nvidia-nvtx-cu12==12.4.127
[pip3] nvtx==0.2.10
[pip3] optree==0.13.1
[pip3] pynvjitlink-cu12==0.4.0
[pip3] pytorch-triton==3.1.0+cf34004b8a
[pip3] torch==2.6.0.dev20241120+cu124
[pip3] torchaudio==2.5.1+cu121
[pip3] torchsummary==1.5.1
[pip3] torchvision==0.20.1+cu121
[conda] Could not collect
```

cc @chauhang @penguinwu @ezyang @bobrenjc93 @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv","closed","Refatoração","{triaged,""oncall: pt2"",""module: dynamic shapes""}",5,"2024-11-20 10:31:56","2024-12-09 20:32:46","2024-12-09 20:32:46","kundaMwiza",NULL,NULL,"https://github.com/pytorch/pytorch/issues/141120",19
"136","2674510685","2674510685","141110","add inductor-cu126 tag","related to https://github.com/pytorch/pytorch/issues/138440
for testing https://github.com/pytorch/pytorch/pull/140793

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @gujinghui @PenghuiCheng @jianyuh @min-jean-cho @yanbing-j @Guobing-Chen @Xia-Weiwen @snadampal @mcarilli @ptrblck @leslie-fang-intel @voznesenskym @penguinwu @EikanWang @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov @LucasLLC @MeetVadakkanchery @mhorowitz @pradeepfn @xmfan @atalman","closed","Refatoração","{""oncall: distributed"",""module: cpu"",""module: mkldnn"",""open source"",""module: amp (automated mixed precision)"",ciflow/trunk,""release notes: quantization"",""topic: not user facing"",ciflow/mps,""module: inductor"",""module: dynamo"",ciflow/inductor,""module: distributed_checkpoint"",""module: compiled autograd"",ciflow/linux-aarch64}",5,"2024-11-20 05:45:30","2024-11-21 20:06:14","2024-11-21 20:03:56","tinglvv",NULL,NULL,"https://github.com/pytorch/pytorch/pull/141110",1
"140","2635486830","2635486830","139753","Add SVE implementation for 8 bit quantized embedding bag on aarch64","cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @malfet @snadampal @milpuz01","closed","Refatoração","{""module: cpu"",""open source"",""module: arm"",Stale,""release notes: quantization""}",3,"2024-11-05 13:35:41","2025-01-23 22:06:17","2025-01-23 22:06:17","annop-w",NULL,NULL,"https://github.com/pytorch/pytorch/pull/139753",79
"141","2635138284","2635138284","139749","Tests Generelization for multiple accelerator devices","Motivation: Generalize unit tests so that can be executed for cuda and non cuda devices.
Chnages: There are general changes in common_dtesnor module for device type generalization so that tests can be executed on non cuda devices too.

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o","closed","Refatoração","{""oncall: distributed"",triaged,""open source"",Merged,ciflow/trunk,""topic: not user facing""}",50,"2024-11-05 11:04:35","2025-01-14 08:53:52","2025-01-14 08:52:49","rahulsingh-intel",NULL,NULL,"https://github.com/pytorch/pytorch/pull/139749",70
